Title,Alternative title,Id
Magician's Academy,Macademi Wasshoi!,12174
Mahoraba ~Heartful days~,,11484
Mahoromatic: Automatic Maiden,,11471
Mahou Shoujo Nante Mouiidesukara,Mahou Shoujo Nante Mou Ii Desu kara.,33379
Mai-HiME,,6638
Mai-Otome 0: S.ifr,,21966
Maid Sama,,9050
Maison Ikkoku,,34197
Majestic Prince,Ginga Kikoutai Majestic Prince,25176
Majimoji Rurumo,,471
Majokko Meg-chan,Little Meg the Witch Girl,32174
Major 2nd,,19675
Major Second Season 2,Major 2nd (2020),19630
Majutsushi Orphen Hagure Tabi: Seiiki-hen,Sorcerous Stabber Orphen: Doom of Dragon's Sanctuary,36261
Maken-ki!,,956
Maken-ki! Two,,969
Malevolent Spirits: Mononogatari,Mononogatari,34933
Management of a Novice Alchemist,Shinmai Renkinjutsushi no Tenpo Keiei,33852
Manaria Friends,,19160
Mangirl!,,11524
Maoyu: Archenemy & Hero,Maoyuu Maou Yuusha,33525
Maria Holic Alive,,20802
Maria the Virgin Witch,Junketsu no Maria,6861
Mars Red,,23194
Martian Successor Nadesico,Kidou Senkan Nadesico,30232
Masamune-kun's Revenge,,8496
Masamune-kun's Revenge R,Masamune-kun no Revenge R,37580
Mashle: Magic and Muscles,Mashle,36116
Mawaru Penguidrum,,7570
Mayo Chiki!,,9298
Medabots,,13045
Megalobox,,14413
Megaman: Upon a Star,Rockman: Hoshi ni Negai o,11295
Megami Paradise,,31798
Megaton-kyuu Musashi,,30273
Megaton-kyuu Musashi 2nd Season,Megaton Musashi X,41076
Meiji Gekken: 1874,,39789
Meiji Tokyo Renka,,19121
MekakuCity Actors,,654
Metallic Rouge,,39633
MF Ghost,,38243
Michiko to Hacchin,,5846
Mieruko-chan,,26147
Migi & Dali,Migi to Dali,38413
Mikagura School Suite,Mikagura Gakuen Kumikyoku,1673
Military!,,1611
Million Arthur Season 2,Han-Gyaku-Sei Million Arthur S2,18038
Million Doll,,2295
Mirai Nikki,The Future Diary,31717
Miru Tights,,17168
Miss Kobayashi's Dragon Maid,Kobayashi-san Chi no Maid Dragon,8654
Miss Kobayashi's Dragon Maid S,Kobayashi-san Chi no Maidragon S,23133
Miss Kuroitsu from the Monster Development Department,Kaijin Kaihatsubu no Kuroitsu-san,28326
Miss Machiko,Maicching Machiko-sensei,24250
Miss Monochrome: The Animation,,33590
Miss Monochrome: The Animation 2,,33604
Miss Monochrome: The Animation 3,,33618
Mix Master: King of Cards,Card Wang Mix Master,13174
Mix: Meisei Story,,36974
Mix: Meisei Story 2nd Season,"Mix: Meisei Story 2nd Season - Nidome no Natsu, Sora no Mukou e",37002
Miyuki,,32488
Mob Psycho 100 II,,16260
Mob Psycho 100 III,,34382
Mobile Fighter G Gundam,,14045
Mobile Suit Gundam,Kidou Senshi Gundam,33304
Mobile Suit Gundam 00,Kidou Senshi Gundam 00,20725
Mobile Suit Gundam 0083: Stardust Memory,,29429
Mobile Suit Gundam AGE,Kidou Senshi Gundam AGE,36573
Mobile Suit Gundam SEED,Kidou Senshi Gundam SEED,15445
Mobile Suit Gundam SEED Destiny,Kidou Senshi Gundam SEED Destiny,15644
Mobile Suit Gundam Wing,Shin Kidou Senki Gundam Wing,22488
Mobile Suit Gundam: Iron-Blooded Orphans,Kido Senshi Gundam: Tekketsu no Orphans,3060
Mobile Suit Gundam: The 08th MS Team,Kidou Senshi Gundam,21180
Mobile Suit Gundam: The Origin,Kidou Senshi Gundam: The Origin,30718
Mobile Suit Gundam: The Witch from Mercury,Kidou Senshi Gundam: Suisei no Majo,33180
Momo Kyun Sword,Momokyun Sword,8628
Momoiro Sisters,,18411
Monkey Typhoon,Asobot Senki Gokuu,40693
Monogatari Series: Second Season,,34456
Monster Girl Doctor,Monster Musume no Oisha-san,20633
Monster Rancher,Monster Farm,11142
Monthly Girls' Nozaki-kun,Gekkan Shōjo Nozaki-kun,4045
"More Than a Married Couple, but Not Lovers.","Fuufu Ijou, Koibito Miman.",33163
Moriarty the Patriot,Yuukoku no Moriarty,26251
Mother of the Goddess' Dormitory,Megami-ryou no Ryoubo-kun.,23137
Motto To Love-Ru: Trouble,To Love-Ru Season 2,22275
Mouse,,15864
Mr. Osomatsu,Osomatsu-san,34799
Mr. Villain's Day Off,Kyuujitsu no Warumono-san,39800
Murder Princess,,41416
Muromi-san,Namiuchigiwa no Muromi-san,33670
Mushibugyo,Mushibugyou,33637
Mushoku Tensei: Jobless Reincarnation,Mushoku Tensei: Isekai Ittara Honki Dasu,19878
Mushoku Tensei: Jobless Reincarnation Season 2,Mushoku Tensei II: Isekai Ittara Honki Dasu,37613
Muv-Luv Alternative,,27094
Muv-Luv Alternative: Total Eclipse,,33478
My Clueless First Friend,Jijou o Shiranai Tenkousei ga Guigui Kuru.,36091
My Daughter Left the Nest and Returned an S-Rank Adventurer,Boukensha ni Naritai to Miyako ni Deteitta Musume ga S Rank ni Natteta,38607
My Dress-Up Darling,Sono Bisque Doll wa Koi o Suru,27592
My Girlfriend is Shobitch,Boku no Kanojo ga Majime Sugiru Shobitch na Ken,13288
My Happy Marriage,Watashi no Shiawase na Kekkon,39138
My Hero Academia,Boku no Hero Academia,4242
My Hero Academia Season 2,Boku no Hero Academia S2,13379
My Hero Academia Season 3,Boku no Hero Academia S3,15064
My Hero Academia Season 4,Boku no Hero Academia S4,18783
My Hero Academia Season 5,Boku no Hero Academia S05,21754
My Hero Academia Season 6,Boku no Hero Academia (2022),34508
My Hero Academia Season 7,Boku no Hero Academia 7th Season,41198
My Home Hero,,36085
My Instant Death Ability Is Overpowered,"Sokushi Cheat ga Saikyou sugite, Isekai no Yatsura ga Marude Aite ni Naranai n desu ga.",39582
My Isekai Life: I Gained a Second Character Class and Became the Strongest Sage in the World!,"Tensei Kenja no Isekai Life: Daini no Shokugyou o Ete, Sekai Saikyou ni Narimashita",31022
My Life as Inukai-san's Dog.,Inu ni Nattara Suki na Hito ni Hirowareta.,34844
My Love Story with Yamada-kun at Lv999,Yamada-kun to Lv999 no Koi o Suru,36129
My Master Has No Tail,Uchi no Shishou wa Shippo ga Nai,33973
My Next Life as a Villainess: All Routes Lead to Doom!,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei Shiteshimatta...,25048
My Next Life as a Villainess: All Routes Lead to Doom! X,Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei Shiteshimatta... X,24949
My One-Hit Kill Sister,Isekai One Turn Kill Nee-san: Ane Douhan no Isekai Seikatsu Hajimemashita,36076
My Otome Zwei,Mai-Otome Zwei,21970
My Senpai Is Annoying,Senpai ga Uzai Kouhai no Hanashi,26897
My Stepmom's Daughter Is My Ex,Mamahaha no Tsurego ga Motokano Datta,31033
My Sweet Tyrant,Akkun to Kanojo,19379
My Teen Romantic Comedy SNAFU,Yahari Ore no Seishun LoveCome wa Machigatte Iru,7941
My Teen Romantic Comedy: SNAFU Climax,Yahari Ore no Seishun LoveCome wa Machigatte Iru. Kan,19600
My Tiny Senpai,Uchi no Kaisha no Chiisai Senpai no Hanashi,37677
My Unique Skill Makes Me OP Even at Level 1,Level 1 Dakedo Unique Skill de Saikyou Desu,37352
My Wife is the Student Council President,Okusama ga Seitokaichou!,2965
My-Otome,Mai Otome,8985
Myriad Colors Phantom World,Musaigen no Phantom World,3528
Myself; Yourself,,36325
Mysterious Disappearances,Kaii to Otome to Kamikakushi,40807
Nadia: The Secret of Blue Water,Fushigi no Umi no Nadia,24527
Nagasarete Airantou,,14095
Nagi-Asu: A Lull in the Sea,Nagi no Asukara,2138
NAKAIMO - My Little Sister Is Among Them!,"Kono Naka ni Hitori, Imōto ga Iru!",12117
Nana,,27496
Nanana's Buried Treasure,Ryuugajou Nanana no Maizoukin (2014),6033
Nanbaka,,7138
Natsuyuki Rendezvous,,34541
Needless,,12415
Negima!,Mahou Sensei Negima!,29159
Negima!? OVAs,,25637
Nekomonogatari (Black): Tsubasa Family,Nekomonogatari: Kuro,546
Nekopara (2020),,18757
Neon Genesis Evangelion,Shinseiki Evangelion,23649
Netsuzou Trap: NTR,,13601
New Cutey Honey,Shin Cutey Honey,14733
New Game!,,6059
Next War Chronicle Ehrgeiz,Next Senki Ehrgeiz,31801
Nichijou - My Ordinary Life,,7679
NieR:Automata Ver1.1a,,34840
Night Head 2041,,23733
Night Warriors: Darkstalkers' Revenge,Vampire Hunter,30095
Ningen Fushin: Adventurers Who Don't Believe in Humanity Will Save the World,Ningen Fushin no Boukensha-tachi ga Sekai o Sukuu You Desu,34853
Ninja Scroll: The Series,Juubee Ninpuuchou: Ryuuhougyoku Hen,25142
Ninkuu,,32655
Nisekoi: False Love,,1310
Nisekoi: False Love S2,,20996
Nisemonogatari,,34409
No Game No Life,,36391
No Guns Life,,18073
No-Rin,Nourin,5958
Noblesse,,19818
Nobunaga Concerto,,34601
Nobunaga The Foo,,16683
Nobunagun,,34680
Nodame Cantabile,,28673
Nodame Cantabile,,31413
Nodame Cantabile: Paris Hen,,31446
Nogizaka Haruka no Himitsu: Purezza,,12187
Nomad: Megalobox 2,Nomad: Megalo Box 2,22730
Non Non Biyori,,10434
Non Non Biyori Repeat,,34699
Noragami,,27042
Noragami Aragoto,,3197
Nozomi Witches,,31904
Nura: Rise of the Yokai Clan,Nurarihyon no Mago,14848
Nurse Witch Komugi R,Nurse Witch Komugi-chan R,34726
Nyan Koi!,,7649
O Maidens in Your Savage Season,Araburu Kisetsu no Otome-domo yo.,17208
Oban Star-Racers,,29009
Oblivion Battery,Boukyaku Battery (TV),40964
Obsolete,,30154
Occultic;Nine,,7049
Odd Taxi,,22630
Ojamajo Doremi,,12791
Okko's Inn,Wakaokami wa Shougakusei!,38246
Okusama wa Maho Shojo,,14690
Omamori Himari,,18396
One Outs,,25736
One Piece,,1694
One Punch Man,,3048
One Punch Man S02,,17004
One Room,,26313
One Room: Second Season,One Room S2,26320
One Room: Third Season,One Room S3,26326
One Week Friends,,8087
OniAi,Onii-chan Dakedo Ai Sae Areba Kankei Nai yo ne,11873
Onigiri,,30075
ONIMAI: I'm Now Your Sister!,Onii-chan wa Oshimai!,34908
Operation Han-Gyaku-Sei Million Arthur,,15432
Orange,,6665
Ore no Sora: Keiji Hen,,31602
Oreimo,Ore no Imouto ga Konna ni Kawaii Wake ga Nai,7663
Oreshura,Ore no Kanojo to Osananajimi ga Shuraba Sugiru,34784
ORESUKI: Are you the only one who loves me?,Ore o Suki na no wa Omae Dake ka yo,17942
Orient,,28496
Oruchuban Ebichu,,16843
Osamake: Romcom Where The Childhood Friend Won't Lose,Osananajimi ga Zettai ni Makenai Love Comedy,22682
Oshi no Ko,,36300
Otaku Elf,Edomae Elf,36111
Otherside Picnic,Ura Sekai Picnic,20594
Our Dating Story: The Experienced You and the Inexperienced Me,"Keiken Zumi na Kimi to, Keiken Zero na Ore ga, Otsukiai Suru Hanashi.",38344
Our Last Crusade or the Rise of a New World,,20955
Our Love Has Always Been 10 Centimeters Apart,Itsudatte Bokura no Koi wa 10 Centi Datta,23292
Outlaw Star,,4441
Overlord,Overlord Season 1,2300
Overlord II,Overlord Season 2,30218
Overlord III,Overlord Season 3,14464
Overlord IV,Overlord Season 4,30854
Overtake!,,39028
Owarimonogatari,,3081
Owarimonogatari,,34424
Oz,,31805
Pandora Hearts,,7529
Pandora in the Crimson Shell,Koukaku no Pandora: Ghost Urn,7221
Panty & Stocking with Garterbelt,,3766
Panzer World Galient,Kikou Kai Galient,18306
Papillon Rose,Papillon Rose: New Season,35344
Paradox Live the Animation,,38698
Paranoia Agent,Mousou Dairinin,22183
Parasite Dolls,,23090
Parasyte -the maxim-,Kiseijuu: Sei no Kakuritsu,1935
Pastel Memories,,15639
Pause! Let Me Check the Walkthrough First,Zanting! Rang Wo Cha Gonglue,38563
Peace Maker Kurogane,Peacemaker Kurogane,35386
Peach Boy Riverside,,23162
Peach Girl: Super Pop Love Hurricane,Peach Girl,27857
Penguindrum,Mawaru Penguindrum,29447
Persona 4 The Golden Animation,,929
PERSONA 5 the Animation,,15097
Peter Grill and the Philosopher's Time,Peter Grill to Kenja no Jikan,19287
Peter Grill and the Philosopher's Time: Super Extra,Peter Grill to Kenja no Jikan: Super Extra,33171
Phantasy Star Online 2 The Animation,,26381
Phantasy Star Online 2: Episode Oracle,,18978
Phantom of the Idol,Kami Kuzu Idol,31343
Phantom ~Requiem for the Phantom~,,11699
Phoenix: Eden17,Hi no Tori: Eden no Sora,38224
Photo Kano,,5982
Photon: The Idiot Adventures,Photon,35094
Plastic Little,,35181
Platinum End,,25664
Please Teacher!,Onegai Teacher,22319
Please tell me! Galko-chan,Oshiete! Galko-chan,17646
Please Twins!,,21161
Plunderer,,18687
Pluto,,38717
Pokemon,,3224
Pokemon Chronicles,,12860
Pokemon Sun & Moon,,9875
Pokemon XY & Z,,6589
Pokemon: Black and White,Pocket Monsters: Best Wishes!,10665
Pokemon: Diamond & Pearl,,10161
Pokemon: Ruby and Sapphire,Pocket Monsters Advanced Generation,10824
Pokemon: XY,,9930
Polar Bear Cafe,Shirokuma Cafe,35043
Police in a Pod,Hakozume: Kouban Joshi no Gyakushuu,29209
Pretty Guardian Sailor Moon Crystal,Bishoujo Senshi Sailor Moon: Crystal,2039
Prima Doll,,30961
Princess Lover!,,12582
Princess Principal,,9920
Prism Ark,,12467
Prison School,,2297
"Problem Children Are Coming from Another World, Aren't They?",Mondaiji-tachi ga Isekai kara Kurusou Desu yo?,33625
Protocol: Rain,Bokura no Ame-iro Protocol,38387
Psycho-Pass,,288
Psycho-Pass 2,,2991
Psycho-Pass 3,,19954
Psycho-Pass 3: First Inspector,,19950
Puella Magi Madoka Magica,Mahou Shoujo Madoka★Magica,1401
Pumpkin Scissors,,26460
Puraore! Pride of Orange,,27179
Qualidea Code,,5921
Queen's Blade 2: The Evil Eye,,11021
Queen's Blade: Rebellion,,10612
Queen's Blade: The Exiled Virgin,,10998
R-15,,14019
R.O.D -The TV-,,11377
R.O.D: Read or Die,,38213
Rage of Bahamut: Genesis,Shingeki no Bahamut: Genesis,1238
Ragna Crimson,,38469
RahXephon,,41150
Rail Wars!,,803
Ranking of Kings,Ousama Ranking,28411
Ranking of Kings: The Treasure Chest of Courage,Ousama Ranking: Yuuki no Takarabako,36542
Rascal Does Not Dream of Bunny Girl Senpai,,15211
Re-Kan!,,31956
Re-Main,,24820
Re:CREATORS,,9695
Re:Cutie Honey,Re: Cutey Honey,39471
Re:Monster,,40778
Re:Zero - Starting Life in Another World (Director's Cut),Re:Zero kara Hajimeru Isekai Seikatsu,19435
Re:Zero - Starting Life in Another World OVAs,,19419
Re:ZERO -Starting Life in Another World- S02,,20058
Real Girl,3D Kanojo: Real Girl,19354
"Reborn as a Vending Machine, I Now Wander the Dungeon",Jidouhanbaiki ni Umarekawatta Ore wa Meikyuu o Samayou,37317
Reborn to Master the Blade: From Hero-King to Extraordinary Squire,"Eiyuu Ou, Bu o Kiwameru Tame Tenseisu: Soshite, Sekai Saikyou no Minarai Kishi",34895
Reborn!,Katekyou Hitman Reborn!,21404
"Recently, my sister is unusual","Saikin, Imouto no Yousu ga Chotto Okashiinda ga",10638
Record of Grancrest War,Grancrest Senki,14427
Record of Lodoss War,Lodoss-tou Senki,25754
Record of Ragnarok,Shuumatsu no Walkure,23636
Recovery of an MMO Junkie,Netojuu no Susume,13432
Red Ash Gearworld,,39635
Redo of Healer,Kaifuku Jutsushi no Yarinaoshi,19892
Redo of Healer (Uncensored),Kaifuku Jutsushi no Yarinaoshi,38400
Reign of the Seven Spellblades,Nanatsu no Maken ga Shihai Suru,37442
Reincarnated as a Sword,Tensei Shitara Ken Deshita,33097
Release the Spyce,,15148
Relife,,6338
Remake Our Life!,Bokutachi no Remake,23223
Renkin San-kyuu Magical? Pokaan,Magical Pokan,14704
Rent-a-Girlfriend,"Kanojo, Okarishimasu",19422
Revenger,,34914
Revolutionary Girl Utena,,16318
Revue Starlight,Shoujo Kageki Revue Starlight,27837
Rewrite,,6271
Riddle Story of Devil,Akuma no Riddle,21009
Rideback,Ride Back,8641
Rifle Is Beautiful,Chidori RSC,17892
RIN-NE,Kyoukai no Rinne,13614
Rin: Daughters of Mnemosyne,Mnemosyne: Mnemosyne no Musume-tachi,21821
Rinkai!,,41331
Rio - Rainbow Gate,,14506
Robot Girls Z,,7956
Rocket Girls,,23395
Rokka: Braves of the Six Flowers,,2776
Rokudo's Bad Girls,Rokudou no Onna-tachi,36103
Romantic Killer,,33711
Romeo and The Black Brothers,Romeo no Aoi Sora,29503
Romeo × Juliet,,15244
Ron Kamonohashi's Forbidden Deductions,Kamonohashi Ron no Kindan Suiri,38420
Rosario + Vampire,,9861
Rosario + Vampire Capu2,,4781
RPG Real Estate,RPG Fudousan,29443
Rumble Garanndoll,Gyakuten Sekai no Denchi Shoujo,28554
Rurouni Kenshin,,16163
Rurouni Kenshin (2023),Rurouni Kenshin: Meiji Kenkaku Romantan (2023),37432
RWBY: Ice Queendom,RWBY: Hyousetsu Teikoku,31041
Sabagebu! Survival Game Club!,Sabagebu!,31465
Saber Marionette J Again,,10979
Saber Marionette R,,11127
Sabikui Bisco,,28482
Sacred Seven,,24494
Sacrificial Princess and the King of Beasts,Niehime to Kemono no Ou,36387
Saekano: How to Raise a Boring Girlfriend Flat,,9767
Saga of Tanya the Evil,Youjo Senki,8482
Sagrada Reset,,13485
Sailor Moon,,11987
Sailor Moon R,,12034
Sailor Moon S,,12078
Sailor Moon Sailor Stars,,12218
Sailor Moon SuperS,,12134
Saint Cecilia and Pastor Lawrence,Shiro Seijo to Kuro Bokushi,37333
Saint Seiya: Knights of the Zodiac - Battle for Sanctuary Part 2,Saint Seiya: Knights of the Zodiac - Battle Sanctuary Part 2,40924
Saint Seiya: Knights of the Zodiac S01,Saint Seiya,24050
Saint Seiya: Knights of the Zodiac S02,Saint Seiya,24066
Saint Seiya: Knights of the Zodiac S03,Saint Seiya,24083
Saint Seiya: Knights of the Zodiac S04,Saint Seiya,24094
Saint Tail,Kaitou Saint Tail,23842
Saiyuki Reload Blast,,29293
Saki,,262
Saki - The Nationals,,5433
Saki: Achiga-hen Episode of Side A,Saki Episode of Side A,1074
Sakugan,,27072
Sakura Quest,,13562
Sakura Trick,,1127
Samurai Champloo,,3733
Samurai Harem,Asu no Yoichi!,18376
Samurai Pizza Cats,Cat Ninden Teyandee,12480
Sanctuary,,31915
Sand Land: The Series,,40934
Sankarea: Undying Love,,9105
Sasaki and Miyano,Sasaki to Miyano,36642
Sasaki and Peeps,Sasaki to Pii-chan,39659
"Saving 80,000 Gold in Another World for My Retirement",Rougo ni Sonaete Isekai de 8-manmai no Kinka o Tamemasu,34906
Scarlet Nexus,,24902
School Babysitters,Gakuen Babysitters,32081
School Rumble,,41207
School Rumble: 2nd Semester,School Rumble Ni Gakki,25530
School-Live!,Gakkou Gurashi!,2763
Schoolgirl Strikers Animation Channel,,8468
Scum's Wish,Kuzu no Honkai,8602
Seirei Gensouki: Spirit Chronicles,Seirei Gensouki,23547
Seiren,,14947
Seitokai Yakuindomo,,20921
Seitokai Yakuindomo S2,Seitokai Yakuindomo Season 2,20815
Sekai Meisaku Gekijou Kanketsu Ban: Daisougen no Chiisana Tenshi Bush Baby,Daisougen no Chiisana Tenshi: Bush Baby Specials,32089
Sekirei,,1466
Sekirei: Pure Engagement,,1480
Selection Project,,26426
Selector Infected WIXOSS,,916
Selector Spread Wixoss,,4930
Sengoku Basara: Samurai Kings,,6552
Sengoku Collection,,12555
Sengoku Night Blood,,12764
Sengoku Youko,,39625
Senki Zesshou Symphogear,,5932
Senki Zesshou Symphogear AXZ,,13471
Senran Kagura: Ninja Flash!,,6970
Senran Kagura: Shinovi Master,,15141
Seraph of the End: Battle in Nagoya,Owari no Seraph: Nagoya Kessen Hen,29981
Seraph of the End: Vampire Reign,Owari no Seraph,1665
Serial Experiments Lain,,4948
Servamp,,6111
Servant x Service,,25408
Seton Academy: Join the Pack!,Murenase! Seton Gakuen,18712
Seven Cities Story: Arctic Front,Nana Toshi Monogatari: Hokkyokukai Sensen,31897
Seven Knights Revolution: Hero Successor,,21700
"Shachibato! President, It's Time for Battle!","Shachou, Battle no Jikan Desu!",19069
Shadow,Kage,31821
Shadows House,,23180
Shadows House 2nd Season,,31273
Shadowverse,,19529
Shadowverse Flame,,31325
Shakugan no Shana,Burning-Eyed Shana,40194
Shakugan no Shana: Season II,Shakugan no Shana Second,40245
Shakugan no Shana: Season III,Shakugan no Shana III (Final),40280
Shaman King (2021),,23604
Shangri-La,,15611
Shangri-La Frontier,"Shangri-La Frontier: Kusogee Hunter, Kamige ni Idoman to Su",38362
She Professed Herself Pupil of the Wise Man,Kenja no Deshi wo Nanoru Kenja,28433
Shenmue the Animation,,30047
Shigurui: Death Frenzy,,10417
Shiki,,8910
Shikimori's Not Just a Cutie,Kawaii dake ja Nai Shikimori-san,31719
Shikizakura,,26439
SHIMONETA: A Boring World Where the Concept of Dirty Jokes Doesn’t Exist,Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,2452
Shin Ikki Tousen,Shin Ikkitousen,33144
Shin Koihime Musou,,11404
Shine On! Bakumatsu Bad Boys!,Bucchigire!,31280
Shining Hearts,Shining Hearts: Shiawase no Pan,30746
Shinobi no Ittoki,,33102
Shirobako,,30317
Shironeko Project: Zero Chronicle,,18938
Shomin Sample,,18363
Shonen Maid,Shounen Maid,35592
Show by Rock!!,,1675
Showa Genroku Rakugo Shinju,,7207
Shuffle!,,18614
Shuten Doji,,25731
SHY,,38436
Silent Mobius,,40077
Silver Spoon,Gin no Saji,40023
Silver Spoon Season 2,Gin no Saji 2nd Season,40036
SK8 the Infinity,SK8,28020
Skeleton Knight in Another World,"Gaikotsu Kishi-sama, Tadaima Isekai e Odekake-chuu",29362
Skip to Loafer,,36063
Slime Diaries: That Time I Got Reincarnated as a Slime,Tensei Shitara Slime Datta Ken: Tensura Nikki,21813
Slow Loop,,28539
Slow Start,,14899
Smash Hit!,Hit o Nerae!,31828
Smile Down the Runway,Runway de Waratte,28660
Smile of the Arsnotoria the Animation,Warau Arsnotoria Sun!,31067
Snack Basue,,39683
Snow White with the Red Hair,Akagami no Shirayuki-hime,28996
So I Can't Play H,,5551
"So I'm a Spider, So What?","Kumo Desu ga, Nanika?",19898
"So, I Can't Play H!","Dakara Boku wa, H ga Dekinai.",29472
Soaring Sky! Pretty Cure,Hirogaru Sky! Precure,36002
Solo Leveling,Ore dake Level Up na Ken,39573
Somali and the Forest Spirit,Somali to Mori no Kamisama,18770
SoniAni Super Sonico,,994
Sonic Soldier Borgman 2: New Century 2058,Chouon Senshi Borgman Second: Shin Seiki 2058,31840
Sonic X,,11216
Sonny Boy,,24787
Sorcerer Hunters,Bakuretsu Hunter,12339
Sorcerer Hunters OVA,Ganso Bakuretsu Hunter,23531
Sorcerer on the Rocks,Chivas 1-2-3,23528
Sorcerous Stabber Orphen (2020),Majutsushi Orphen Hagure Tabi,29541
Sorcerous Stabber Orphen: Battle of Kimluck,Majutsushi Orphen Hagure Tabi: Kimluck Hen,34939
Sotsugyou: Graduation,Graduation,31883
Soul Eater Not!,,765
Sound Euphonium,Hibike! Euphonium,2555
Sound! Euphonium 2,Hibike! Euphonium 2,7885
Sound! Euphonium 3,Hibike! Euphonium 3,40869
Space Battleship Tiramisu,Uchuu Senkan Tiramisu,16721
Space Battleship Yamato,Star Blazers,8114
Space Brothers,Uchuu Kyoudai,20765
Space Dandy,,36401
Space Dandy Season 2,Space Dandy 2,36449
Space Patrol Luluco,Uchuu Patrol Luluco,13723
Space Pirate Mito,Uchuu Kaizoku Mito no Daibouken,28052
Space Pirate Mito: A Pair of Queens,Uchuu Kaizoku Mito no Daibouken: Futari no Joou-sama,28071
Speed Racer,Mach Go Go Go,21351
Spice And Wolf,Ookami to Koushinryou,3780
Spice and Wolf II,Ookami to Koushinryou II,22358
Spice and Wolf: Merchant Meets the Wise Wolf,Ookami to Koushinryou: Merchant Meets the Wise Wolf,40787
Spiral: Suiri no Kizuna,,5001
Spriggan (2022),,30841
Spy Classroom,Spy Kyoushitsu,34868
Spy x Family,,29322
SSSS.Dynazenon,,22462
SSSS.Gridman,,15133
St. Michael School Drifting Story,Sei Michaela Gakuen Hyouryuuk,31812
Star Cat Fullhouse,Hoshi Neko Fullhouse,31784
Star Driver,,6930
Star Magician Magical Emi,Mahou no Star Magical Emi,32372
Stardust Telepath,Hoshikuzu Telepath,38396
Starship Troopers,Uchuu no Senshi,31849
Steins;Gate 0,,20669
Stella of the Theater: World Dai Star,World Dai Star,36171
"Stella Women's Academy, High School Division Class C3",Stella Jogakuin Koutouka C3-Bu,576
