Title,Alternative title,Id
Stellvia,Uchuu no Stellvia,23363
Stop!! Hibari-kun!,,27685
Strange+,Strange Plus,1060
Stratos 4,,23416
Strawberry 100%,Ichigo 100%,16829
Strawberry Eggs,I My Me! Strawberry Egg,12325
Strike The Blood,,778
Strike the Blood II,,28111
Strike the Blood III,,28120
Strike the Blood IV,,28131
Strike Witches,,590
Strike Witches 2,,6418
Strike Witches: 501st Joint Fighter Wing Take Off!,Strike Witches: 501 Butai Hasshin Shimasu!,18007
Strike Witches: Road to Berlin,Dai 501 Tougou Sentou Koukuu Dan Strike Witches: Road to Berlin,24437
"Studio Apartment, Good Lighting, Angel Included","One Room, Hiatari Futsuu, Tenshi-tsuki.",40792
Sugar Apple Fairy Tale,,34919
Suite Precure,,7595
Summer Time Rendering,Summertime Render,30699
Summoned to Another World for a Second Time,Isekai Shoukan wa Nidome Desu,36120
Sumomomo Momomo,,14521
Sunday Without God,Kamisama no Inai Nichiyoubi,10404
Super Crooks,,26974
Super Cub,,23167
Super Dimension Fortress Macross,Choujikuu Yousai Macross,23755
Super HxEros,Dokyuu Hentai HxEros,19300
Super Lovers,,4076
Super Real Mahjong,,31613
Supernatural,,6475
Suppose a Kid from the Last Dungeon Boonies Moved to a Starter Town?,,20567
Suzuka,,37370
Sweet Reincarnation,Okashi na Tensei,37265
Sweetness & Lightning,Amaama to Inazuma,13510
Sword Art Online,,29119
Sword Art Online Alternative: Gun Gale Online,,14174
Sword Art Online II,,392
Sword Art Online: Alicization,,15137
Sword Art Online: Alicization - War of Underworld,,18024
Sword Oratoria: Is It Wrong to Try to Pick Up Girls in a Dungeon? On the Side,Dungeon ni Deai o Motomeru no wa Machigatte Iru Darouka Gaiden: Sword Oratoria,8785
Symphogear G,,20858
Symphogear GX,,20843
Symphogear XV,,20829
Synduality: Noir,,38271
T.P BON,Time Patrol Bon,40975
Taboo Tattoo,,6072
"Tadaima, Okaeri",,41115
Taisho Otome Fairy Tale,Taishou Otome Otogibanashi,30115
Takt Op. Destiny,,26420
Talentless Nana,Munou na Nana,20100
Tales of the Abyss,,6448
Tales of Wedding Rings,Kekkon Yubiwa Monogatari,39696
Tales of Zestiria the Cross,,7192
Tales of Zestiria the Cross S2,,18507
Tamayomi: The Baseball Girls,,18901
Tanaka-kun Is Always Listless,Tanaka-kun wa Itsumo Kedaruge,25569
Tawawa on Monday 2,Getsuyoubi no Tawawa 2,25676
Tearmoon Empire,"Tearmoon Teikoku Monogatari: Dantoudai kara Hajimaru, Hime no Tensei Gyakuten Story",38543
Teasing Master Takagi-san,Karakai Jouzu no Takagi-san,30569
Teasing Master Takagi-san 3,Karakai Jouzu no Takagi-san 3,28506
Teasing Master Takagi-san: Season 2,Karakai Jouzu no Takagi-san 2,30543
Technoroid: Overmind,,34954
Tegami Bachi: Letter Bee,Tegamibachi,34026
Tegami Bachi: Letter Bee Reverse,Tegamibachi Reverse,34052
Tekken: Bloodline,,32903
Tenamonya Voyagers,,13169
Tenchi Muyo! Tenchi Universe,Tenchi Muyou!,22589
Tenchi Muyo! War on Geminar,Isekai no Seikishi Monogatari,6404
Tenjou Tenge,,8832
Tenkosei,,12213
Tenkousei,Transfer Student,31853
Tenpuru,,37404
Teppen!!!!!!!!!!!!!!! Laughing 'Til You Cry,Teppen!!!!!!!!!!!!!!!,31318
Terror in Resonance,Zankyo no Terror,1046
Tesla Note,,26433
That Time I Got Reincarnated as a Slime,Tensei Shitara Slime Datta Ken,15221
That Time I Got Reincarnated as a Slime OAD,Tensei shitara Slime Datta Ken OAD,19858
That Time I Got Reincarnated as a Slime Season 2,Tensei shitara Slime Datta Ken S2,19864
That Time I Got Reincarnated as a Slime Season 3,Tensei shitara Slime Datta Ken 3rd Season,40688
"The 100 Girlfriends Who Really, Really, Really, Really, Really Love You",Kimi no Koto ga Daidaidaidaidaisuki na 100-nin no Kanojo,38382
The 8th son? Are you kidding me?,"Hachi-nantte, Sore wa Nai Deshou!",19004
The Adventures of Tom Sawyer,Tom Sawyer no Bouken,20009
The Ancient Magus' Bride,Mahou Tsukai no Yome,10810
The Ancient Magus' Bride Season 2,Mahou Tsukai no Yome Season 2,36319
The Angel Next Door Spoils Me Rotten,Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,34863
The Apothecary Diaries,Kusuriya no Hitorigoto,38738
The Aristocrat's Otherworldly Adventure: Serving Gods Who Go Too Far,Tensei Kizoku no Isekai Boukenroku: Jichou wo Shiranai Kamigami no Shito,36047
The Asterisk War,Gakusen Toshi Asterisk,27271
The Asterisk War: 2nd Season,,14960
The Banished Former Hero Lives as He Pleases,Dekisokonai to Yobareta Motoeiyuu wa Jikka kara Tsuihou sareta node Sukikatte ni Ikiru Koto ni Shita,40612
The Book of Bantorra,,6708
The Cafe Terrace and Its Goddesses,Megami no Cafe Terrace,36087
The Case File of Young Kindaichi Returns,Kindaichi Shounen no Jikenbo Returns,28876
The Case Study of Vanitas,Vanitas no Kart,24230
The Comic Artist and His Assistants,Mangaka-san to Assistant-san to The Animation,33512
The Daily Life of the Immortal King,Xian Wang De Richang Shenghuo,40562
The Daily Life of the Immortal King 4,Xian Wang de Richang Shenghuo 4,39807
The Dangers in My Heart,Boku no Kokoro no Yabai Yatsu,36065
The Dawn of the Witch,Mahou Tsukai Reimeik,29377
The Day I Became a God,Kamisama ni Natta Hi,19832
The Demon Girl Next Door,Machikado Mazoku,17439
The Demon Girl Next Door 2,Machikado Mazoku 2-Choume,29578
The Demon Prince of Momochi House,Momochi-san Chi no Ayakashi Ouji,39678
The Demon Sword Master of Excalibur Academy,Seiken Gakuin no Makentsukai,38646
The Detective Is Already Dead,"Tantei wa Mou, Shindeiru.",24545
The Devil Is a Part-Timer!,Hataraku Maou-sama,519
The Devil Is a Part-Timer! Season 2,Hataraku Maou-sama!!,31076
The Disappearance of Nagato Yuki-chan,Nagato Yuki-chan no Shoushitsu,2327
The Disastrous Life of Saiki K.,Saiki Kusuo no Sainan,23792
The Disastrous Life of Saiki K. 2,"Saiki Kusuo no Sainan (2018), Saiki Kusuo no Psi Nan 2",23817
The Dreaming Boy is a Realist,Yumemiru Danshi wa Genjitsushugisha,37361
The Duke of Death and His Maid,Shinigami Bocchan to Kuro Maid,23148
The Duke of Death and His Maid Season 3,Shinigami Bocchan to Kuro Maid 3rd Season,40872
The Dungeon of Black Company,Meikyuu Black Company,23583
The Eccentric Family,Uchouten Kazoku,16969
The Eccentric Family S2,Uchouten Kazoku 2,17593
The Eminence in Shadow,Kage no Jitsuryokusha ni Naritakute!,33099
The Eminence in Shadow 2nd Season,Kage no Jitsuryokusha ni Naritakute! 2nd Season,38310
The Executioner and Her Way of Life,Shokei Shoujo no Virgin Road,29573
The Fable,,40877
The Familiar of Zero,Zero no Tsukaima,22811
The Familiar of Zero F,Zero no Tsukaima F,14032
The Familiar of Zero: Knight of the Twin Moons,Zero no Tsukaima: Futatsuki no Kishi,22852
The Familiar of Zero: Rondo of Princesses,Zero no Tsukaima: Princesses no Rondo,22872
The Family Circumstances of the Irregular Witch,Dekoboko Majo no Oyako Jijou,38368
The Faraway Paladin,Saihate no Paladin,26118
The Faraway Paladin: The Lord of Rust Mountains,Saihate no Paladin: Tetsusabi no Yama no Ou,38350
The Fire Hunter,Hikari no Ou,35018
The Foolish Angel Dances with the Devil,Oroka na Tenshi wa Akuma to Odoru,39598
"The Fruit of Evolution: Before I Knew It, My Life Had It Made",Shinka no Mi: Shiranai Uchi ni Kachigumi Jinsei,26181
The Fruit of Grisaia (Le Fruit de la Grisaia),Grisaia no Kajitsu,1255
The Garden of Sinners,Gekijouban Kara no Kyoukai: The Garden of Sinners,27601
The Gene of AI,AI no Idenshi,37653
The Genius Prince's Guide to Raising a Nation Out of Debt,Tensai Ouji no Akaji Kokka Saisei Jutsu,30167
The Girl I Like Forgot Her Glasses,Suki na Ko ga Megane o Wasureta,37297
The Girl Who Leapt Through Space,Sora o Kakeru Shoujo,12388
The God of High School,,19273
The Good Witch Of The West,Nishi no Yoki Majo: Astraea Testament,39384
The Great Cleric,"Seija Musou: Salaryman, Isekai de Ikinokoru Tame ni Ayumu Michi",37347
The Great Jahy Will Not Be Defeated!,Jahy-sama wa Kujikenai!,23562
The Greatest Demon Lord Is Reborn as a Typical Nobody,"Shijou Saikyou no Daimaou, Murabito A ni Tensei Suru",29842
The Grimm Variations,Grimm Kumikyoku,41408
The Gymnastics Samurai,Taisou Zamurai,26239
The Helpful Fox Senko-san,Sewayaki Kitsune no Senko-san,17101
The Hentai Prince and the Stony Cat,Hentai Ouji to Warawanai Neko.,8364
The Hidden Dungeon Only I Can Enter,Ore dake Haireru Kakushi Dungeon,19871
The Honor at Magic High School,Mahouka Koukou no Yuutousei,23154
The Ice Guy and His Cool Female Colleague,Koori Zokusei Danshi to Cool na Douryou Joshi,34890
The Iceblade Sorcerer Shall Rule the World,Hyouken no Majutsushi ga Sekai o Suberu,34861
The Idaten Deities Know Only Peace,Heion Sedai no Idaten-tachi,23147
The iDOLM@STER,The Idolmaster,38765
The iDOLM@STER Shiny Colors,The Idolmaster Shiny Colors,40830
The Idolmaster Million Live!,The iDOLM@STER Million Live!,38743
The Idolmaster: Cinderella Girls - U149,The IDOLM@STER Cinderella Girls: U149,36548
The Irregular at Magic High School,Mahouka Koukou no Rettousei,1402
The Irregular at Magic High School Season 3,Mahouka Koukou no Rettousei 3rd Season,40759
The Irregular at Magic High School: Visitor Arc,Mahouka Koukou no Rettousei: Raihousha Hen,19778
The Kawai Complex Guide to Manors and Hostel Behavior,Bokura wa Minna Kawai-sou,29228
The Kingdoms of Ruin,Hametsu no Oukoku,38458
The Legend of Heroes: Trails of Cold Steel - Northern War,The Legend of Heroes: Sen no Kiseki - Northern War,34925
The Legend of the Galactic Heroes,,13856
The Legendary Hero Is Dead!,Yuusha ga Shinda!,36080
The Little Lies We All Tell,4-nin wa Sorezore Uso o Tsuku,34100
The Magical Revolution of the Reincarnated Princess and the Genius Young Lady,Tensei Oujo to Tensai Reijou no Mahou Kakumei,34865
The Magnificent KOTOBUKI,Kouya no Kotobuki Hikoutai,17878
The Maid I Hired Recently Is Mysterious,Saikin Yatotta Maid ga Ayashii,31064
The Many Sides of Voice Actor Radio,Seiyuu Radio no Uraomote,40797
The Marginal Service,,36257
The Master of Ragnarok & Blesser of Einherjar,Hyakuren no Haou to Seiyaku no Valkyria,15038
The Masterful Cat Is Depressed Again Today,Dekiru Neko wa Kyou mo Yuuutsu,37583
The Melancholy of Haruhi Suzumiya (2009),Suzumiya Haruhi no Yuuutsu (2009),25387
The Misfit of Demon King Academy,Maou Gakuin no Futekigousha,19340
The Misfit of Demon King Academy II,"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou II",34846
The Most Heretical Last Boss Queen: From Villainess to Savior,Higeki no Genkyou to Naru Saikyou Gedou Last Boss Joou wa Tami no Tame ni Tsukushimasu.,37607
The Mystic Archives of Dantalian,Dantalian no Shoka,17916
The New Gate,,40864
The Ones Within,Naka no Hito Genome,17466
The Orbital Children,Chikyuugai Shounen Shoujo,28040
The Perfect Insider,Subete ga F ni Naru,12690
The Pet Girl of Sakurasou,Sakura-sou no Pet na Kanojo,16803
The Price of Smiles,Egao no Daika,17737
The Prince of Tennis II OVA vs Genius10,Shin Tennis no Ouji-sama OVA vs. Genius 10,32876
The Promised Neverland,Yakusoku no Neverland,16643
The Promised Neverland Season 2,Yakusoku no Neverland S2,20498
The Quintessential Quintuplets,Go-Toubun no Hanayome,18581
The Quintessential Quintuplets Season 2,Go-Toubun no Hanayome S2,20659
The Qwaser of Stigmata,Seikon no Qwaser,13993
The Qwaser of Stigmata II,Seikon no Qwaser II,32931
The Reincarnation of the Strongest Exorcist in Another World,Saikyou Onmyouji no Isekai Tenseiki,34872
The Rising of The Shield Hero,Tate no Yuusha no Nariagari,15403
The Rising of the Shield Hero Season 2,Tate no Yuusha no Nariagari Season 2,29320
The Rising of the Shield Hero Season 3,Tate no Yuusha no Nariagari Season 3,38443
The Saint's Magic Power is Omnipotent,Seijo no Maryoku wa Bannou desu,39718
The Saint's Magic Power is Omnipotent Season 2,Seijo no Maryoku wa Bannou desu Season 2,38703
The Seven Deadly Sins,Nanatsu no Taizai,4742
The Seven Deadly Sins -Signs of Holy War-,,7960
The Seven Deadly Sins: Dragon's Judgement,Nanatsu no Taizai: Fundo no Shinpan,25279
The Seven Deadly Sins: Grudge of Edinburgh,Nanatsu no Taizai: Ensa no Edinburgh,37652
The Seven Deadly Sins: Revival of the Commandments,Nanatsu no Taizai: Imashime no Fukkatsu,25309
The Seven Heavenly Virtues,Nanatsu no Bitoku,14888
The Severing Crime Edge,Dansai Bunri no Crime Edge,18635
The Silver Guardian,Gin no Guardian,18601
The Silver Guardian 2,Gin no Guardian II,18594
The Slayers Evolution-R,,8763
The Strongest Sage with the Weakest Crest,Shikkaku Mon no Saikyou Kenja,29186
The Strongest Tank's Labyrinth Raids -A Tank with a Rare 9999 Resistance Skill Got Kicked from the Hero's Party-,"Saikyou Tank no Meikyuu Kouryaku: Tairyoku 9999 no Rare Skill-mochi Tank, Yuusha Party wo Tsuihou sareru",39733
The Tale of Outcasts,Nokemono-tachi no Yoru,34930
The Tatami Galaxy,Yojouhan Shinwa Taikei,22193
The Testament of Sister New Devil,Shinmai Maou no Testament,1878
The Testament of Sister New Devil BURST,Shinmai Maou no Testament Burst,6431
The Tower of Druaga: The Aegis of Uruk,Druaga no Tou: the Aegis of Uruk,25218
The Tower of Druaga: The Sword of Uruk,Druaga no Tou: the Sword of Uruk,25232
The Troubled Life of Miss Kotoura,Kotoura-san,19237
The Unwanted Undead Adventurer,Nozomanu Fushi no Boukensha,39663
The Vampire Dies in No Time,Kyuuketsuki Sugu Shinu,28567
The Vampire Dies in No Time 2,Kyuuketsuki Sugu Shinu 2,35003
The Vexations of a Shut-In Vampire Princess,Hikikomari Kyuuketsuki no Monmon,38354
The Vision of Escaflowne,Tenkuu no Escaflowne,23886
The Weakest Tamer Began a Journey to Pick Up Trash,Saijaku Tamer wa Gomi Hiroi no Tabi wo Hajimemashita.,39668
The Witch and the Beast,Majo to Yajuu,39655
The World Ends with You The Animation,Subarashiki Kono Sekai The Animation,21723
The World God Only Knows,Kami nomi zo Shiru Sekai,6366
The World God Only Knows: Goddesses,Kami nomi zo Shiru Sekai: Megami Hen,28592
The World's Finest Assassin Gets Reincarnated in Another World as an Aristocrat,"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei Suru",26126
The Wrong Way to Use Healing Magic,Chiyu Mahou no Machigatta Tsukaikata,39673
The Yakuza's Guide to Babysitting,Kumichou Musume to Sewagakari,31265
The Yuzuki Family's Four Sons,Yuzuki-san Chi no Yonkyoudai.,38597
Thermae Romae Novae,,39351
This Art Club Has a Problem!,Kono Bijutsubu ni wa Mondai ga Aru!,7125
This Ugly Yet Beautiful World,Kono Minikuku mo Utsukushii Sekai,29661
Those Who Hunt Elves,Elf o Karu Mono-tachi,11431
"Three Leaves, Three Colors",Sansha Sanyou,7234
Tiger & Bunny,,25106
Tiger & Bunny 2,,29486
To Love-Ru -Trouble- Darkness,To Love-Ru Season 3,1451
To Love-Ru: Trouble,To Love-Ru Season 1,22248
To Love-Ru: Trouble - Darkness 2nd,To Love-Ru Season 4,22284
To Your Eternity Season 2,Fumetsu no Anata e Season 2,34106
Tokyo 24th Ward,Tokyo 24-ku,29267
Tokyo ESP,,855
Tokyo Ghoul,,816
Tokyo Ghoul Root A,Tokyo Ghoul √A,2952
Tokyo Mew Mew New,,30971
Tokyo Ravens,,2530
Tokyo Revengers,,24127
Tokyo Underground,,39866
Tomo-chan Is a Girl!,Tomo-chan wa Onnanoko!,34856
Tomodachi Game,,29481
Tomoe ga Yuku!,,31861
Tonari no Youkai-san,Tonari no Yokai-san,41266
Tonikaku Kawaii: Joshikou Hen,,37577
Tonikawa: Over the Moon for You,Tonikaku Kawaii,36147
TONIKAWA: Over The Moon For You Season 2,Tonikaku Kawaii (2023),36161
Too Cute Crisis,Kawaisugi Crisis,36137
Toradora!,,2003
Touken Ranbu Kai: Kyoden Moyuru Honnouji,Touken Ranbu Kai Kyoden,41136
Touken Ranbu: Hanamaru,,13523
Tower of God,Kami no Tou,19041
Train to the End of the World,Shuumatsu Train Doko e Iku?,40769
Trapped in a Dating Sim: The World of Otome Games Is Tough for Mobs,Otome Game Sekai wa Mob ni Kibishii Sekai desu,29564
Tree in the Sun,Hidamari no Ki,31755
Triage X,,1692
Tribe Nine,,29280
Trigun,,16109
TRIGUN STAMPEDE,,34917
Trinity Blood,,36490
Trinity Seven,,27232
True Cooking Master Boy (2021),Shin Chuuka Ichiban! (2021),22397
Tsugumomo,,9629
Tsugumomo Season 2,Tsugu Tsugumomo,18888
Tsukimichi: Moonlit Fantasy,Tsuki ga Michibiku Isekai Douchuu,23158
Tsukimichi: Moonlit Fantasy Season 2,Tsuki ga Michibiku Isekai Douchuu 2nd Season,39586
Tsukimonogatari,,7644
Tsurune: The Linking Shot,Tsurune: Tsunagari no Issha,35022
Turn A Gundam,,20271
Twin Angels BREAK,,16670
Twin Star Exorcists,Sousei no Onmyouji,8859
UFO Ultramaiden Valkyrie 2: December Nocturne,,10384
UFO Ultramaiden Valkyrie 3: Bride of Celestial Souls' Day,,10397
Ultimate Girls,,14493
Ultimate Otaku Teacher,Denpa Kyoushi,2882
Ultramarine Magmell,Gunjou no Magmell,17154
Ulysses: Jeanne d'Arc and the Alchemist Knight,,15160
Uma Musume Pretty Derby,,14253
Uma Musume: Pretty Derby Season 3,,38284
Umamusume: Pretty Derby Season 2,,20433
Unbreakable Machine-Doll,Machine-Doll wa Kizutsukanai,397
Uncle from Another World,Isekai Ojisan,31014
Undead Murder Farce,Undead Girl Murder Farce,37344
Undead Unluck,,39336
Under Ninja,,38588
Unlimited Fafnir,,1584
Unlimited Psychic Squad,Courtesy of Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,30524
Unnamed Memory,,40970
Upotte!!,,11818
UQ Holder! Magister Negi Magi! 2,,12261
Urawa no Usagi-chan,,1683
Urusei Yatsura,,8141
Urusei Yatsura (2022),,33168
Ushio and Tora,Ushio to Tora,3598
Uta no Prince-sama - Maji Love 1000%,,6956
Utawarerumono: Mask of Truth,Utawarerumono: Futari no Hakuoro,31194
Uzaki-chan Wants to Hang Out!,Uzaki-chan wa Asobitai!,33199
Uzaki-chan Wants to Hang Out! (2022),Uzaki-chan wa Asobitai! Double,33195
Uzamaid!,Uchi no Maid ga Uzasugiru!,15156
Val x Love,,17582
Valkyrie Drive -Mermaid-,,4115
Valvrave the Liberator,Kakumeiki Valvrave,17556
Valvrave the Liberator Season 2,Kakumeiki Valvrave S2,17569
Vampire Dormitory,,41296
Vampire in the Garden,,30089
Venus Project -Climax-,,2496
Venus to Mamoru,,14572
Vermeil in Gold,Kinsou no Vermeil: Gakeppuchi Majutsushi wa Saikyou no Yakusai to Mahou Sekai o Tsukisusumu,30927
Villainess Level 99: I May Be the Hidden Boss but I'm Not the Demon Lord,Akuyaku Reijou Level 99: Watashi wa Ura-Boss desu ga Maou dewa Arimasen,39602
Vinland Saga,,17395
Vinland Saga Season 2,,34851
Violet Evergarden,,15389
Viral Hit,Kenka Dokugaku,41187
Virtua Fighter,,23699
Visual Prison,,26445
ViVid Strike!,,7465
Vividred Operation,,195
Vivy: Fluorite Eye's Song,,22591
Vlad Love,,20390
W'z,,16656
Waccha PriMagi!,,31353
Walkure Romanze,,5945
Wandaba Style,,12650
Wandering Witch,Majo no Tabitabi,19752
Wanna Be the Strongest in the World,Sekai de Ichiban Tsuyoku Naritai!,10115
Warlords of Sigrdrifa,Sen'yoku no Sigrdrifa,26199
Wasteful Days of High School Girl,Joshikousei no Mudazukai,18143
WATAMOTE,Watashi ga Motenai no wa Dou Kangaete mo Omaera ga Warui!,5866
Wave!! Let`s Go Surfing!!,Wave!! Surfing Yappe!!,23742
We Never Learn!: Bokuben,Bokutachi wa Benkyou ga Dekinai!,22797
Welcome to Demon School! Iruma-kun,Mairimashita! Iruma-kun,18824
Welcome to Demon School! Iruma-kun 2nd Season,Mairimashita! Iruma-kun (2021),22644
When Supernatural Battles Became Commonplace,Inou-Battle wa Nichijou-kei no Naka de,1386
When They Cry - Higurashi,Higurashi no Naku Koro ni,27932
When Will Ayumu Make His Move?,Soredemo Ayumu wa Yosetekuru,31016
Whisper Me a Love Song,Sasayaku You ni Koi wo Utau,40860
White Album 2,,22218
Why Raeliana Ended Up at the Duke's Mansion,Kanojo ga Koushaku-tei ni Itta Riyuu,36492
"Why the Hell are You Here, Teacher!?",Nande Koko ni Sesei ga!?,17137
Wild 7,Wild Seven,31864
Wild 7 Another,Wild 7 Another Bouryaku Unga,18449
Wind Breaker,,40820
Wise Man's Grandchild,Kenja no Mago,17710
Witchblade,,25804
Wixoss Diva(A)Live,,20362
Wolf Girl & Black Prince,Ookami Shoujo to Kuro Ouji,34737
Wolf Guy,,31866
Wolverine,,41436
Wonder Egg Priority,,20420
Wonderful Precure!,,40222
World Break: Aria of Curse for a Holy Swordsman,Seiken Tsukai no World Break,1624
World Conquest Zvezda Plot,Sekai Seifuku: Bōryaku no Zvezda,506
World Trigger,,28260
World Trigger 2nd Season,,28208
World Trigger 3rd Season,,28221
World Witches Take Off!,World Witches Hasshin Shimasu!,22371
World's End Harem,Shuumatsu no Harem,33023
WorldEnd: What do you do at the end of the world? Are you busy? Will you save us?,Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,39366
Wotakoi: Love Is Hard for Otaku,Otaku ni Koi wa Muzukashii,30464
Wounded Man,Kizuoibito,11981
WWW.WORKING!!,Www.Wagnaria!!,7035
X&Y,Aiyou de Mishi,36267
X-Men,,41519
Xam'd: Lost Memories,Bounen no Xamdou,4795
Xenosaga The Animation,,25621
Xuan Yuan Sword Luminary,Ken En Ken: Aoki Kagayaki,19738
Ya Boy Kongming!,Paripi Koumei,29612
Yakitori: Soldiers of Misfortune,,37253
Yamada-kun and the Seven Witches,,2240
Yamato 2520,,31870
"Yamibo: Darkness, The Hat and the Travelers of the Books",Yami to Boushi to Hon no Tabibito,14676
Yashahime: Princess Half-Demon,Hanyou no Yashahime: Sengoku Otogizoushi,20246
Yasuke,,21626
Yatagarasu: The Raven Does Not Choose Its Master,Karasu wa Aruji wo Erabanai,40906
Yatogame-chan Kansatsu Nikki,,29586
Yatogame-chan Kansatsu Nikki 2,Yatogame-chan Kansatsu Nikki Nisatsume,29597
Yatterman (2008),,12881
Yawara! A Fashionable Judo Girl,,32613
Yohane the Parhelion: Sunshine in the Mirror,Genjitsu no Yohane: Sunshine in the Mirror,37506
Yona of the Dawn,Akatsuki no Yona,17685
Yosuga no Sora - In solitude where we are least alone,,9598
Youkai Watch,Yo-kai Watch,2675
Your Lie in April,Shigatsu wa Kimi no Uso,31622
Yowamushi Pedal,,3558
Yozakura Quartet ~Hana no Uta~,,14597
Yu Yu Hakusho: Ghost Files,,15498
Yu-Gi-Oh! GX,,7992
Yu-Gi-Oh! VRAINS,,10128
YU-NO: A girl who chants love at the bound of this world,Kono Yo no Hate de Koi o Utau Shoujo Yu-no,18156
Yuki Yuna Is a Hero,Yuuki Yuuna wa Yuusha de Aru,6020
Yukikaze,Sentou Yousei Yukikaze,36447
Yume Tsukai,,31878
YUREI DECO,,31223
Yuri Is My Job!,Watashi no Yuri wa Oshigoto Desu!,36306
Yuri!!! on Ice,,7452
Yurikuma Arashi,,11458
Yuruyuri - Happy Go Lily,,4962
Yuukan Club,,31908
Yuuna and the Haunted Hot Springs,Yuragi-sou no Yuuna-san,15051
Z/X Code reunion,,17830
Zan Sayonara Zetsubou-sensei,,26033
Zegapain,,30311
Zenki,,14611
Zetman,,11444
Zillion: Burning Night,Akai Koudan Zillion: Burning Night,31923
Zoids: New Century,Zoids Shinseiki/Zero,39834
Zom 100: Bucket List of the Dead,Zom 100: Zombie ni Naru made ni Shitai 100 no Koto,37324
Zombie Land Saga,,15405
Zombie Land Saga Revenge,Zombie Land Saga Season 2,22442
